sample,image,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19,latent_20,latent_21,latent_22,latent_23,latent_24,latent_25,latent_26,latent_27,latent_28,latent_29,latent_30,latent_31,latent_32,latent_33,latent_34,latent_35,latent_36,latent_37,latent_38,latent_39,latent_40,latent_41,latent_42,latent_43,latent_44,latent_45,latent_46,latent_47,latent_48,latent_49,latent_50,latent_51,latent_52,latent_53,latent_54,latent_55,latent_56,latent_57,latent_58,latent_59,latent_60,latent_61,latent_62,latent_63
24,2,-0.44970855,-0.002599569,0.017422974,0.005065134,-0.003884132,0.00048331916,-0.3247696,0.014873581,-1.1184622,-0.049482256,-0.4550109,-0.64320636,-0.011937433,-0.52087575,0.014305251,-0.8748352,0.35812825,0.7837435,-0.0043573733,0.6652621,-0.728161,-0.49944332,0.27362612,-0.00425201,-0.9416259,1.3802493,-1.7605335,-0.8774122,0.8495137,-0.9997577,-0.0066644438,0.0069157537,-1.954288,1.2005771,0.010804586,0.005231399,-0.006549535,0.0038428619,-0.0052607413,-0.017343376,0.6209259,-0.43017638,-2.2273169,-0.7524138,0.0093959365,0.0008590594,1.9022179,1.5851028,0.0019437894,-0.0058278404,-1.0691674,-0.011169508,-0.0115119405,1.5450642e-05,-0.013822667,0.0019297767,0.029847398,-0.003913408,-0.7391031,0.37213892,-0.0042857314,-1.7169299,0.5642441,1.2789207
24,2,1.9327685,0.009713849,0.0052607227,-0.005692927,-0.0024387026,0.0048876903,0.8501427,-0.010842952,-0.69196945,0.05720304,0.50599647,1.9954923,3.3015385e-06,0.7158334,0.007941211,-1.1829599,-0.16081639,-0.7062143,0.009168849,0.5833636,-1.4882319,1.1195862,-1.8025706,-0.005737013,0.31521145,-2.2611794,0.07913697,0.27628222,-1.4971187,-2.4552414,0.0030878251,0.018633109,2.5587633,-0.73525697,0.009191295,0.009162879,-0.006895721,-0.0026196956,-0.009365849,0.008891464,0.35743085,-0.712183,0.3127428,-1.5274947,-0.009236446,-0.0038909884,0.587484,2.1198401,0.0071101766,-0.003243234,-1.0092952,0.0018217416,-0.015770972,-0.008402182,0.028729215,0.010638092,-0.3449729,-0.002440339,-0.4713335,0.428299,0.0087375995,0.29555306,-1.110557,0.6877528
24,2,1.667312,-0.0022773715,-0.003902059,-0.0075199697,-0.002226199,-0.0014798394,0.020049743,0.007981121,0.4313535,0.029867206,1.682894,0.7264192,0.005310897,-0.5071289,-0.006985722,-0.36645937,0.060379207,1.0202146,0.005376488,1.0055447,0.11223545,-0.59876746,-1.4335082,0.0021262364,-0.22863868,-0.8164361,2.116753,0.21682243,-0.553126,-0.45050654,0.0026799887,0.0051538097,0.929907,1.32239,0.009461498,0.0028402396,-0.0011084676,0.0072128614,0.007122539,-4.0780287e-07,0.27359116,-1.184425,2.8667326,-0.8222788,0.010656981,-0.0035255142,-0.021311501,0.452984,0.0020197667,0.007006024,-0.6474278,0.015504443,-0.0050625373,-0.0012474749,0.020396061,0.0018243607,0.7268943,0.0011301581,1.2493887,0.5652371,-0.009974074,0.089628905,-2.2124016,-2.2385385
24,2,0.9702954,-0.006112459,0.004744794,0.014965707,-0.009491763,-0.0138216615,1.8956585,-0.009776722,0.4006012,0.02966397,0.26877573,-0.7035402,0.0021086447,1.1426921,0.009472409,-0.32086653,0.090583496,0.5444234,0.00320727,-0.5414501,-1.2684244,0.5637329,-1.7267487,-0.009599269,-0.5259606,-1.0280044,0.7082608,-1.811891,-1.4800637,-0.70514405,0.009660951,-0.008475795,0.27263933,-0.87413657,0.005434391,-0.0028860997,0.0036473563,-0.00012621644,-0.0067821983,0.009855058,1.5911868,-2.4449792,0.12006108,-0.43247917,-0.017273579,0.004095446,-1.1568791,1.3068407,-0.00019898824,0.0045418544,2.049155,-0.0010694442,-0.021696758,0.0040450785,0.025273003,-0.0035207823,2.6177902,-0.016097562,-1.5232245,-0.9886488,-0.0016699806,0.247931,-0.33110762,-0.039204136
24,2,-0.38950437,-0.0035638222,0.012841057,-0.0036354754,-0.010545905,-0.0077628535,1.7311184,-0.014905279,-0.34212774,0.095838465,0.6142611,1.9268337,-0.0013702074,-2.081986,0.0071432926,0.7042264,-0.60065806,-1.6528423,0.008667402,-0.832607,-0.51267123,1.7043066,-0.6446909,-0.007694193,-1.2369133,0.9966966,0.6178,1.0638864,0.43403924,-2.4313195,0.004100506,0.012472621,0.6358179,1.093827,0.012539038,0.015900824,-0.006366303,-0.007805056,-0.0130354185,-0.0038590087,1.2146626,2.2137032,1.2568595,-0.15851496,-0.003859114,0.010147676,-0.3611111,0.36285755,-0.0008902345,-0.000366671,-0.3532261,-0.0021951601,-0.008934865,0.0032123458,0.017554246,-8.264999e-05,0.9192578,-0.0027916413,1.6443033,-0.6944409,0.016356003,-0.23095027,0.47366658,-0.71338457
24,2,1.0981628,-0.008093168,-0.014593521,0.00075559504,0.002145728,-0.003603841,-2.1077056,-0.0017325105,1.6004946,0.11458013,0.9601269,-0.41797316,-0.004647269,0.106995106,-0.0054699527,0.4217204,-1.3674115,0.64476836,0.0032439176,0.1432155,-0.1743604,-0.6577451,-0.7061516,-0.004326557,0.91874635,0.32465303,1.1368539,-0.71784544,-0.35402614,0.7291352,0.006095498,0.010760677,-1.0859596,0.8366232,-0.0074965656,-0.011566526,-0.006918978,-0.010313571,0.00035336986,0.0078020855,0.47790658,1.99166,-2.1007874,1.0357428,-0.0048334254,-0.0074619213,0.2139859,2.1070802,0.01244195,0.01656888,-0.32072145,0.0014802263,-0.0050480263,-0.00012309663,-0.057022776,-0.013501875,0.8899827,-0.001847852,0.08331969,-0.35388598,-0.009436593,-0.4515457,2.4685175,-0.06114544
24,2,0.2783667,-0.0028770901,0.005996458,-0.0032685492,0.010567021,0.017620873,0.32346156,0.022721976,1.2123034,0.12617421,2.0295343,-1.0064036,-0.009775231,-1.0063002,-0.009746022,-0.6843869,-1.2924064,1.0649734,0.008141816,-0.8174399,2.447143,-0.592098,1.2068539,-0.0014217077,0.6121423,1.5431994,1.3093094,-2.4101014,-0.13401009,1.8882802,0.008065189,-0.0032181647,-0.69651747,0.24742164,-0.010328871,-0.0017714836,0.002103026,0.011226739,-0.008475155,-0.008908493,0.89858705,-0.40341246,-0.5700471,-0.4660355,0.014577832,-0.020413559,2.2208505,1.0285947,0.021097673,0.017368402,0.8611791,0.0043351045,-0.006221075,0.00015004445,0.06093835,0.0011909886,-0.8144597,-0.0055544246,-0.19720848,0.72580785,-0.014284508,-1.2818611,0.15367399,-0.92957467
24,2,0.11939237,0.0006054649,0.008042308,-0.012477739,-0.008822567,0.0097594075,0.9929589,-0.0014761807,-2.0039601,0.114313014,0.7994755,1.4861268,-0.017482672,-1.7261302,0.012514232,0.51906925,0.98411393,-0.96402913,0.00562743,0.52757156,-0.5463275,-0.0051975735,-0.8890763,-0.002430494,-1.6153666,0.36605918,0.708564,0.9473963,0.10632593,-2.781154,0.0046844864,0.020878319,-0.5448051,0.4241859,0.0057444163,0.007940363,-0.0058455328,0.0037058135,-0.020027122,0.003562267,-2.7907088,2.2177203,1.2377714,1.4642648,-0.0018888488,0.0043616462,0.009664884,0.7036638,0.006929571,0.006461559,-0.638221,0.0037445056,-0.00479855,-0.00074406806,-0.1419929,-0.0021400645,1.0462855,-0.002648009,-0.5384018,0.017651625,0.01724805,-0.24572325,-0.48342875,-0.81343484
24,2,-0.027284661,0.0007358147,0.00071755424,-0.0042073764,0.00062709674,0.005849956,-0.35572028,0.005884379,1.5730822,-0.0052318126,-0.78219324,-0.96143275,-0.0056381105,-0.53922385,0.012399932,-0.04474526,2.1574025,-2.4970007,0.0031543225,-0.030921422,0.85929507,-0.61655146,-2.0030804,-0.0064796307,-0.9310413,-0.151113,-1.2266436,1.7999928,-0.01172296,-0.019635059,-0.003651159,-0.0031604674,-0.13383077,-0.39022735,-0.0021545496,-0.00661554,-0.012806569,0.004004328,-0.0031005088,-0.0123905875,-0.1939736,1.5544618,1.2888014,0.2449646,0.0046477355,-0.00031343382,-1.5812763,0.3319124,0.010222876,0.016183723,1.625175,0.001530111,-0.019577775,-0.0033315374,-0.015592787,0.00249886,-0.1691934,-0.00081873126,-1.0717688,1.4654266,0.021658642,1.7751498,-0.05974809,0.27635056
24,2,0.32657236,0.006030327,0.007566642,0.008525113,-0.0076544164,0.0036674938,1.2381816,-0.0021138126,-0.8289924,-0.046332873,0.98715174,1.5211583,0.009619199,-1.47453,0.0023111738,-0.39175802,0.8839754,-1.0826308,-0.00044472516,-0.36768335,-1.2607021,1.0672376,0.72633356,0.015916236,2.0936785,-1.5840569,-2.1942601,-0.69625515,-1.2296162,0.35713163,-0.00065556634,0.0037970096,1.2611027,1.232751,-0.0027734023,-0.0046415497,0.015424427,-0.0070093186,-0.0024767872,0.011854488,1.377171,-0.51700455,1.1414386,-0.51727414,0.001585938,0.008532294,0.39279985,0.62734485,0.000809107,-0.0013826191,-0.37193525,0.0037500116,-0.0044150036,0.0068976562,0.027693897,-0.0024416803,0.20368282,-0.010161897,0.5962036,2.0176203,-0.007717821,-2.3365538,-1.0223471,-0.108421266
