sample,image,pca_1,pca_2,umap_1,umap_2
24,3,2.4991542602554544,3.5577144769168165,3.7817192,5.802279
24,3,-1.2537595605794882,-0.7268457719786959,4.1977177,5.54143
24,3,-2.992160638660237,-2.5463591930686724,5.487662,6.158758
24,3,-0.8265930562526271,1.193450053425388,4.2707405,6.1258264
24,3,-3.1962517681572185,2.8583036674083604,4.1235714,5.657135
24,3,-1.643587824372568,2.193395518963331,4.0490127,5.7136755
24,3,-0.6285224867348622,3.067940219014925,4.5023417,5.7689967
24,3,-3.1173950549940947,1.9817749703764576,4.405545,5.3582096
24,3,-1.0382541842800173,2.3373480666205406,4.2333364,5.4794817
24,3,-1.1163612911087597,-0.010926998100981127,4.2285857,5.561509
24,3,-0.5593468143934107,1.6849352498847767,4.3378773,5.4233103
24,3,-3.1140968747867293,-0.42967218968372733,4.37646,5.556022
24,3,-4.864252989898241,2.800856643896459,4.5361886,5.2583694
24,3,-1.7185881027341146,1.5306140921995552,4.213883,5.7223387
24,3,-1.048711713216276,2.122548449891191,3.8611016,6.1710043
24,3,-1.0654076517694326,1.9487798005925565,3.899398,5.723903
24,3,0.665700832404864,1.6513960857073475,3.8469186,5.987701
24,3,-0.2830647037092934,2.387580494714556,4.0611825,5.867232
24,3,-1.0876007971305215,2.0796464126291245,4.0408397,5.6021023
28,1,-2.1410817092648697,2.3201172578005633,-2.423697,6.6463933
28,1,-3.0624299888321818,0.26016243951375506,-2.7073267,6.32966
28,1,-0.1743073361508519,0.7754881041630689,-1.5494987,6.617404
28,1,-2.694423325336166,1.363327690104952,-2.160102,6.296357
28,1,1.1456936728850258,0.11372089073929773,-1.5426049,6.7524595
28,1,-2.3193976091776443,0.41563834894623025,-2.484843,6.5444074
28,1,-2.699081852839706,0.030458870763640795,-2.0959928,6.4960475
28,1,-3.169263137407821,2.095394956843455,-2.2494857,6.9100976
28,1,-3.3328570202773347,1.664846279030684,-2.4338498,6.538617
28,1,-2.987771094785196,0.6843530524426863,-2.4743905,6.944687
28,1,1.6951628986932026,1.6701403886229536,-1.6788247,6.948564
28,1,-3.379461641835299,1.2646145112850935,-2.4862094,6.5413446
28,1,-4.0451547116469655,0.1273816801088155,-2.3209727,6.5449076
28,1,-0.912427810329025,1.5044003058239899,-1.8999954,6.9138346
28,1,-2.4221978950819203,-0.18706329500075725,-2.514594,6.3115344
28,1,-2.0107491110579594,1.9694609043671045,-1.9944602,6.494621
28,1,-1.721129420793196,1.5061573881808759,-2.0901961,7.1332326
28,1,-0.774490952011758,2.878491573591186,-1.9800787,7.174135
28,1,-2.8052358711248413,0.5306052623246331,-2.1573808,6.1826854
28,1,-0.6354666323281152,1.1713923196475893,-1.7607653,7.0740767
28,2,-0.726978250561881,0.624714040755241,-1.7601775,6.583298
28,2,-4.037452502392104,3.6779695438738447,-1.8921906,6.408247
28,2,-2.5181545377159678,0.19364053646223922,-2.1937995,6.404175
28,2,-0.5704050702126925,1.4421468197437852,-1.7887423,6.7656837
28,2,-0.14686293599058153,1.7477967809479182,-2.088901,7.191286
28,2,-1.623608130160318,1.5292850521973955,-2.1261442,6.7844734
28,2,-0.7795237090798122,2.419802809819047,-2.132817,6.6474595
28,2,0.6263318620956614,2.10188156790715,-2.0057395,7.530043
28,2,2.181529668736457,2.9759435415945075,-1.6281799,7.509856
28,2,1.2339081034913464,1.3677344384626318,-1.2735733,6.9012885
28,2,0.3398390065799587,2.882382854165194,-1.7958272,7.324106
28,2,0.7450950094882743,2.0844624640125318,-1.6307898,6.743391
28,2,-0.3505710442734716,3.0287267732852388,-2.012984,6.915629
28,2,-2.629862237803056,2.68322615406585,-1.811513,6.3598347
28,2,-0.014613318944551387,1.4029121207773414,-1.8070564,6.5452123
28,2,-0.7138227809256161,1.6711744725493811,-2.1349025,6.95846
28,2,-2.2901241302757356,1.3411754461645415,-2.5313537,6.508617
28,2,-3.982026500184809,0.5580834525141313,-2.2733011,6.4997644
28,2,-1.2298196545788376,0.9285712965208126,-2.490761,6.497516
28,2,-1.8583577201005328,2.2407486205672633,-1.9337926,6.4557486
28,3,-3.6097933461638676,1.4498179791263515,-2.2696874,6.2379475
28,3,-2.6081417092608787,3.0269478214341197,-2.1017184,6.6001353
28,3,-1.5788828055562987,0.6776158690612857,-1.4307834,6.5849075
28,3,1.0646252034437724,2.757333164828018,-1.7837826,7.3129363
28,3,-1.8343053836996952,1.3291720787218309,-2.318558,6.167752
28,3,-1.93774841416512,2.391055572022341,-2.2392302,6.6771207
28,3,-2.503224787478168,0.491143033722342,-2.2572691,6.437112
28,3,-1.3622649230399597,-1.2011536804535998,-1.4832652,6.61322
28,3,0.5704076428920893,0.04105830519175511,-1.6355466,6.993792
28,3,0.2728306426392675,2.7722869504798275,-1.7952161,7.1139407
28,3,-4.709236844247471,2.0484919772336534,-2.269824,6.3829474
28,3,-2.877966110124558,2.7499578659326214,-1.9482595,6.334853
28,3,-2.593739129995833,1.8276732996298601,-2.3783205,6.3594275
28,3,-2.997112016563679,1.0642707264282627,-1.7275872,6.131236
28,3,-1.3333316862205336,2.1257318451800833,-2.3554676,7.1179953
28,3,-2.56286282897442,-1.2048838816873995,-2.3020623,6.3580985
28,3,-0.39127899828955715,1.4538931985774697,4.5665526,8.29223
28,3,2.7375460085472247,1.4249893696982192,-1.456722,7.293865
28,3,-1.592519500101974,0.990005188075691,-1.98774,6.520295
28,3,0.5183626789009099,1.3340949039982357,-1.731662,6.8547416
36,1,-0.8083766260626727,-3.7118888261376206,6.741531,7.5529804
36,1,1.141855931584651,-0.7529047420270519,7.2887244,8.135498
36,1,-0.6489906093410043,-1.5301573836012563,6.690007,6.1939764
36,1,1.4607000634900926,-2.977372988716191,7.1338234,8.281445
36,1,-1.2334144402727774,-3.7798826496321625,7.0413423,7.8753505
36,1,-2.7002300632297134,-1.9700971731648682,6.097298,6.9854584
36,1,1.926675077431083,0.17840311471097756,6.2160506,8.861339
36,1,0.3251350569893065,-1.2661870153850758,5.8142343,8.437344
36,1,-3.858455606416466,-1.5748927835851716,6.5568376,6.1080666
36,1,1.145941131997993,-1.0234175227340259,7.622665,8.940112
36,1,-0.016908566537692793,1.4990657988127425,6.9187856,6.712018
36,1,-1.3801654792505236,-1.6052042014453762,6.672105,6.285456
36,1,1.0377696823253393,0.12416216002437144,6.880359,7.908267
36,1,2.0856424995334657,-1.8066806846666505,6.7020035,8.558923
36,1,-1.5708517840134282,0.5602787526362369,7.9847927,5.9124217
36,1,1.842901123950461,1.4362344975936674,7.988887,7.882363
36,1,-2.0036779073806015,-1.2339573754895028,6.1706576,6.6196017
36,1,-0.3402642945104659,0.0002721357940322739,7.3202004,7.672288
36,1,1.9406087863935826,-0.20822482199848968,8.050457,7.671384
36,1,0.0881282060091525,-1.2217889911977509,7.352581,7.7195625
36,2,0.5274336601341927,2.347362652645169,8.147151,6.299685
36,2,0.13444648832512104,-1.3330950265032504,6.6433415,7.5616474
36,2,1.0420375874448193,0.9199243218540593,5.13677,7.8551383
36,2,2.1265441090294996,-0.31902872421996786,5.4630427,8.800344
36,2,-1.2152252889180328,0.18483857408371893,6.55051,6.034709
36,2,-0.7484073150268005,-2.6758420315928353,5.8519664,7.3940573
36,2,-2.9937555734268195,-1.1616792266084843,6.078274,5.8095865
36,2,1.7318537089129513,0.5553213990285459,7.7250586,7.853961
36,2,-2.4030555608819273,-0.08833149276662514,6.204042,6.4278274
36,2,-0.026622127833066025,-0.27589690527734284,7.38759,7.4178476
36,2,-2.029368906217033,-1.5589863368827028,6.2376504,7.0906696
36,2,0.4200070412677704,-1.5876857937721445,5.937071,7.456286
36,2,1.7580017893939262,3.683343473632561,4.4219646,7.829206
36,2,1.0329867406031064,-1.4824113006050814,6.24031,8.740006
36,2,-1.478285664894351,1.4383683800997822,4.826402,6.7436814
36,2,-0.3561160718464882,2.490958631217625,6.8651967,5.624741
36,2,-4.500703430444056,2.0388439643926817,6.1992874,5.394829
36,2,-2.3665516697056304,1.3092692369866525,6.0293884,5.5206957
36,2,-1.5491461003004534,1.6668004953787858,7.2629743,5.6175327
36,2,-0.654381336712282,2.438728206941811,7.255399,6.2727404
36,3,-0.26075653628122747,-3.7043372160344012,5.4462795,8.411426
36,3,1.0026042707725802,-0.376811011960766,6.294253,7.4936705
36,3,1.1666546084838798,1.7995627060558184,8.28139,6.315407
36,3,-2.563432092429673,0.6137721969516722,6.863108,6.306887
36,3,-4.419624339314457,2.5713110611703582,6.89438,5.3879323
36,3,-1.3713781287809952,-2.1602781672602855,5.8265343,7.079511
36,3,-1.0696412699349762,2.0250595554857607,7.6911025,5.9105015
36,3,1.5857745187037848,0.42783024177560935,4.587736,7.677983
36,3,-0.8565636916937251,5.671032637515832,7.3143187,5.341092
36,3,-1.2057741827933237,0.025579699516368817,6.6442194,6.128768
36,3,-1.0295757244370551,3.032343518377267,6.7979364,6.1016827
36,3,1.6520283304043368,1.5070431908752506,4.36282,8.626272
36,3,3.595024007773827,0.2602633447550934,6.5342503,9.361963
36,3,-1.4760806347323714,3.620227221932939,7.401045,5.469722
36,3,1.1633525272743954,-0.5221529603008396,5.7389255,7.8777795
36,3,0.17444412429977899,1.331948179028866,6.451072,6.572726
36,3,-1.953553786239122,2.4815055116502576,6.8179746,5.7415743
36,3,0.1899501735802146,3.0471786054041954,8.3172865,6.2184954
36,3,-0.024218359763108818,2.160844059233391,5.537497,6.3556843
36,3,1.5464372733252292,3.188480954527262,7.8074517,5.922528
39,1,4.379921439858006,3.778470904534513,9.018136,7.808237
39,1,3.093367255718461,-2.175954763402747,7.6819086,7.7651176
39,1,-0.1388138497662965,-0.9392453450336535,7.0207376,7.1094403
39,1,3.918727215271849,-1.6435654682149483,6.929575,9.272279
39,1,2.5561332393670027,-3.493373910203921,7.799786,7.946907
39,1,0.3394431359179491,-2.1490024879221012,6.6613517,8.283436
39,1,1.3182471573305121,0.8168299532849146,7.841829,6.9582195
39,1,-0.7789242510146983,-2.366243430153012,7.622299,7.136277
39,1,1.7266202034151668,1.8678671654627073,8.583069,6.4407983
39,1,1.5358985527003388,-2.9598536225314582,6.460174,8.164352
39,1,0.929521087793984,-1.8772688959452244,6.795908,8.555807
39,1,0.24424341418867943,-1.4694604268023312,6.9519076,7.960643
39,1,2.4394761556665747,-0.5704417130958799,5.454248,7.617009
39,1,-0.7567517883034495,2.1881029359283546,7.5690165,6.4513173
39,1,2.3417744005107135,-1.4794531466691825,7.111185,8.652352
39,1,-1.1801094404594765,-0.4670059662835805,6.91725,6.38415
39,1,-0.5872513134885728,0.35826894682066984,7.4308567,7.1387167
39,1,2.3448019465074807,0.6758023620512376,7.834044,6.931176
39,1,1.5384008071517523,1.6277837407982154,7.7312174,7.3026996
39,1,-1.572721582284574,0.28314517563068653,7.0662427,6.383019
39,2,-1.2477801150198604,0.5624932884052317,7.0037966,5.7145905
39,2,-0.8086716144402849,-3.7837142637489998,6.491799,7.6043873
39,2,2.8727116758721234,-1.726007759886511,6.717383,9.234493
39,2,1.4294251270848701,-1.858493115042372,6.6540036,7.605756
39,2,3.3760260091370538,-0.5295760334803575,6.338581,9.256383
39,2,-0.6735014169435648,-1.7634303609715978,8.094761,7.8257046
39,2,2.085160664231887,-0.24183452655519366,8.392778,6.925064
39,2,2.705907389097664,0.7763176247866316,7.056503,7.2098875
39,2,-3.018014836194493,-2.2771113882072354,6.5528383,5.8825183
39,2,0.5971922470746811,-0.5602009260499374,6.8011355,7.3345633
39,2,0.4170935869647723,-0.38911945440143164,7.68662,7.308484
39,2,4.513297308860718,-1.500234095091823,6.8871613,9.353387
39,2,-0.17617739671871321,-1.9121010174133342,8.136461,8.33787
39,2,0.4956263876623455,-0.041294592742705014,7.0002337,7.141577
39,2,3.5755374601912204,-0.5495889794007605,8.266864,7.7749476
39,2,2.1748068206832514,-1.743932548184543,7.1608706,9.065182
39,2,-4.503267289548795,-2.852144310459308,6.0269637,6.1439404
39,2,0.9060264262549428,-0.986932895853721,7.337153,6.7054677
39,2,1.6243017083485398,-3.663748723035781,6.8687243,7.987099
39,2,3.2391449897468467,-3.174607239540901,6.4413223,9.427734
39,3,0.8805997222277027,-3.3239415943081885,6.633506,8.649431
39,3,-0.9975340047831742,-3.4882549711017306,6.880355,8.026142
39,3,0.168815792867097,0.7760227057031291,7.5941577,6.848798
39,3,0.29504210761305144,-0.8677571145480316,6.051197,7.4519424
39,3,-2.9239157503228,-1.9124857057504396,6.25065,7.5424914
39,3,0.5800315032922031,-0.4427711116325242,7.82208,6.3992443
39,3,1.6361934475806352,0.17041599637832097,6.4283085,8.627081
39,3,-2.4601945766761926,-2.2402755616030436,6.9773407,7.893094
39,3,-0.5404331098031705,-2.9399246792449594,6.708001,7.359069
39,3,-1.8897718724972257,1.1528815650173545,7.658978,6.5584044
39,3,5.570314971637032,1.1818900697854746,7.8303094,9.308379
39,3,3.8157345631286717,-3.691886303481882,6.5519204,9.230298
39,3,0.4703295360540795,-4.147513495178534,6.047754,7.6438856
39,3,0.2975064806740389,-0.3259058271054075,7.228786,7.9833007
39,3,2.37070128742247,1.511731694900352,7.982734,8.016838
39,3,-2.389644588335891,-1.851960303588635,6.0976887,6.1455827
39,3,1.726768986334528,0.15428434231300822,8.096688,7.67817
39,3,-0.13354484240958459,-2.263963696925765,5.6067867,8.148071
39,3,2.85806009781021,-0.5916697679474111,7.5854926,7.905037
39,3,0.6818268784691641,0.04024701029619959,8.04567,6.3568306
40,1,-1.8224172746843248,0.7500217168296259,7.4513535,6.31737
40,1,2.4935209694062475,-1.3714018370449648,6.348121,8.797413
40,1,0.3725022015745742,0.4358611316372806,5.476289,7.4897795
40,1,-0.4190982575405792,-3.4056612886865647,7.047712,8.692324
40,1,-1.0373992829473235,0.3999735386162322,8.370036,7.3655357
40,1,1.343485520323741,-0.4519519680717199,6.390473,7.2638035
40,1,-0.7636209930032474,-0.09476214542846217,7.589243,6.723087
40,1,0.3605771295345977,-0.6292652511726402,7.4793553,7.1066065
40,1,-0.06683370772137377,-3.857793028499132,6.7668133,8.157755
40,1,0.4996367246556703,-3.369898749477962,6.9294825,8.7727585
40,1,1.8325047971316917,1.4216839942302866,8.493826,7.3586893
40,1,3.0228306559226583,1.3981359067691443,8.9575815,7.8978305
40,1,0.7476304854014011,1.715513693469838,7.6994543,6.076258
40,1,0.3423196684464071,-1.186707258243973,7.654412,7.4005637
40,1,-1.2772869194419951,-4.548064815157035,6.588089,8.086498
40,1,0.0507782713081765,-1.6710610415285148,6.782713,8.22307
40,1,0.9145738212958284,-1.0860355434877362,7.905509,7.7217627
40,1,-1.4887157864428766,-3.124327031770124,6.4302025,6.9517283
40,1,4.4661547330768725,-0.5378319427892782,7.9289107,9.083821
40,1,-0.09389686520175321,0.29873460822452796,8.210961,7.278013
40,2,2.068056010862442,0.24330268961394577,6.7008924,9.133068
40,2,-1.2090140538578658,-0.18283466512660873,7.063474,5.5958014
40,2,2.3764775460801872,-3.15902902589519,5.680032,9.198453
40,2,2.7708670826300854,-1.9641302907771667,7.155652,9.0415
40,2,-2.8968599082247106,0.5056485695817734,7.506207,6.1762953
40,2,2.146586260443824,-0.1856375944883393,4.69039,7.9780984
40,2,1.758740514953656,-3.2027861409249034,6.5189037,9.092874
40,2,1.345625849876465,-2.709069575057932,6.300893,9.056102
40,2,2.3415571087068927,-1.5773630550284123,7.075179,7.9772387
40,2,-0.20551409126562192,1.560957637721472,7.198404,6.48104
40,2,3.004889041931929,0.3779034760289165,7.765934,8.892098
40,2,-0.47980225583097375,-0.3041121045634615,5.6207657,7.6950283
40,2,2.441677485525474,-1.348173533649648,5.703947,8.746583
40,2,2.534433600529769,-0.5616605716541028,6.5810614,9.200012
40,2,2.809115487786322,-0.03162172953726112,6.5313344,9.75615
40,2,-0.016146807616313277,1.527896728192799,8.306979,6.815313
40,2,-1.5691078816222943,-3.707112746445213,5.769686,7.686777
40,2,1.4006375807862705,-0.5639951567803356,7.179659,8.36747
40,2,1.275026502677256,-0.8678588568903105,7.6911807,7.3531303
40,2,4.531625714174047,0.5965083618874906,8.415121,7.9113574
40,3,1.3586033909563942,-1.5484101951678415,6.610041,6.762054
40,3,0.7960073354988282,0.006506140886039731,8.186188,7.4314995
40,3,0.35368487293177137,0.8970743507208659,6.7633047,6.8643126
40,3,-1.240190796884228,3.4407949483084788,7.817449,5.7367415
40,3,2.130789256394765,0.46057857508734334,5.449174,8.732554
40,3,-0.2414264403370224,3.707824419240692,6.815087,5.21408
40,3,2.911426999199938,1.8568982912468475,4.315009,7.966042
40,3,-0.4286438943117628,0.5785080312618773,6.902788,6.3589783
40,3,2.6222879092769205,5.052501137798577,8.779272,6.5198755
40,3,1.0515700681376572,-0.26012815047885673,5.198836,7.353659
40,3,0.13089085547815565,-0.5092240130079527,5.282882,7.642761
40,3,-1.9265505318478158,-0.08940771989130875,6.5168676,5.665373
40,3,2.509108629696247,3.0295312999610826,4.83908,8.969786
40,3,2.7225673939703685,0.3437772900111582,5.748365,7.8936896
40,3,-0.07383369856119203,1.133886284717112,5.1064887,7.972321
40,3,-3.3350238235947365,-2.2021519743822235,6.427636,6.029787
40,3,1.1454999365990999,3.2028097845804497,7.5654984,5.820005
40,3,-0.24682335483531595,-0.3891025275215431,6.0392933,7.695045
40,3,-3.5692416096258217,0.661261972259493,6.1253853,5.696018
40,3,1.0648944650727505,2.0386244200661228,7.44159,6.0810404
42,1,3.0913484721941833,-0.09217710313803859,7.260268,8.799763
42,1,5.035810927805711,-2.3068310665587948,7.618083,9.393828
42,1,-0.27528727069890896,-2.283221699457427,6.8890996,7.65946
42,1,2.124048211600953,-2.3754571965176776,5.645413,8.329416
42,1,1.9093662069254407,-2.2980276583310544,5.9244647,8.498354
42,1,1.5924243697431175,-0.15038063333324037,7.876584,7.6972284
42,1,0.6844250667157193,-2.0324590176242325,6.4822364,8.511827
42,1,-2.9522330861613217,0.044684670315362766,6.549358,5.5230904
42,1,0.0018111215100035116,-0.8986961077563862,7.292781,7.3325396
42,1,-0.7642773913981357,1.5089444510982934,7.1975074,6.0279193
42,1,2.6691521276540238,-5.0782435981495855,7.7969074,8.9125595
42,1,-0.44774804376580624,0.19701248408660238,7.542199,6.8064904
42,1,0.5166820143126252,-4.605442472396018,6.636455,8.348228
42,1,2.534588575318785,0.2997443602467965,4.7157893,9.154106
42,1,2.036059555895129,0.8230328145618989,8.700156,7.935874
42,1,0.1482612870633506,-0.5994859062645278,6.6323223,7.4495792
42,1,-1.637800808198644,-4.771584353349346,6.684847,8.253875
42,1,2.084663594521031,0.9666430987624688,8.467116,7.193293
42,1,1.463672746692796,-3.1430056631075614,7.122493,8.725566
42,1,0.9211671531409411,-1.6812246820025711,7.551728,8.554622
42,2,-0.9743028354356735,-1.1799791756750657,6.6661687,6.9748697
42,2,-1.1717574609796293,2.488004589235258,8.082389,6.374206
42,2,0.7041257252357953,-0.48946958046858685,7.6058636,7.095408
42,2,1.3213328369024884,1.0920144844606532,8.575972,7.960335
42,2,-1.7869128357789024,1.1776920503343642,6.8937473,6.4399757
42,2,0.1490994512600968,0.1532744647437765,7.6774154,7.7591777
42,2,1.0128115567202407,0.3778844784980872,7.8005123,8.231416
42,2,3.3605519707123888,0.5190514888138426,7.961441,8.541813
42,2,4.353263243632095,-3.332823875527794,7.2234893,9.3051195
42,2,-1.9727071055242342,-0.8535997230398914,7.231402,6.2798004
42,2,-1.0819220459606718,-0.1631451879584461,7.3004503,6.4367037
42,2,2.9643785856926868,-1.042917673823707,7.4048443,8.424868
42,2,1.0279580186841424,-0.8147186943793632,7.3840485,8.5174265
42,2,-3.1264259248308006,-1.281306663436,7.486096,6.2152753
42,2,0.3121565303711775,-0.7085788328598192,8.119443,7.426026
42,2,-0.7121315769001872,-1.3557636074123312,6.2390947,6.1949196
42,2,-1.7283577036662812,-2.3814898601876346,5.9705496,8.047906
42,2,3.3394991755772283,0.6881707282226407,8.135649,8.723321
42,2,0.05658356529043059,-2.843552081304762,7.7432623,8.584405
42,2,0.5012109956650653,-0.40367789389262415,7.7892823,7.394953
42,3,1.264836736486978,2.267637719142395,6.311503,8.080893
42,3,-3.1792552192393893,-2.180776994332665,7.1146407,6.909495
42,3,-4.853083280864279,-2.6160603364206874,6.345398,6.2586546
42,3,-0.48711283508645353,1.1114044363088562,8.413477,7.2297363
42,3,-0.8625885447643745,0.0006352299648052124,7.768869,6.9166117
42,3,1.3352691755254473,0.3112047640728703,7.977935,6.92294
42,3,0.2960831429112986,-1.2382754526631488,7.089811,7.266894
42,3,1.4147636408657753,-3.0618340218148887,8.05405,8.194365
42,3,-0.8895628980288705,-3.180935207775595,6.3609056,8.0196495
42,3,-0.34006032713088563,0.3359097802520376,5.235835,8.555029
42,3,-0.15342160897064627,1.3299777857059742,7.653975,6.8556457
42,3,0.1843694145869557,1.922219264309862,8.098327,6.5486684
42,3,-3.272134210427104,-2.322357941298363,6.9233174,7.0604553
42,3,-1.2855213503042489,-1.7998075610896769,7.4339895,7.078359
42,3,-0.8285225425315854,-1.2641397836037074,7.506235,8.163395
42,3,3.1875773777373535,-1.2594267086819377,8.558853,8.442728
42,3,1.1835886772328106,0.7508050187234654,8.237448,9.010637
42,3,-0.298634654189827,-1.2500928209560749,6.2130566,6.756589
42,3,1.7952963884246098,0.9378411437241575,7.905935,7.176495
42,3,0.3460009120829243,-2.301649529412758,6.707334,8.153564
45,1,3.3980234266163416,1.0737650146438564,8.765264,7.0085254
45,1,2.055894002896737,-0.9557691894621226,6.8859835,9.007881
45,1,-0.3198617952792756,2.0240590439860333,7.6223545,6.158608
45,1,0.21160901464161674,-4.585212814430681,7.160954,8.434104
45,1,-1.063569484363943,-1.6862507614850515,6.894972,7.406147
45,1,-0.8633456615117262,-1.2458828410768603,6.867891,7.6274056
45,1,-0.30361939686946476,-2.3873630091475895,6.6891775,8.132441
45,1,0.7184140235545685,-3.8556814150075884,6.7661686,8.662269
45,1,3.834421438590017,1.127558095589342,7.6593757,8.86691
45,1,2.4559816338545017,0.024092235902838453,8.100539,8.850068
45,1,0.9889991653879783,-1.706093359719043,5.9922667,8.595088
45,1,0.33347349076951954,2.0059769378329237,4.5667076,8.139788
45,1,3.2278875916205276,-1.1255655016035493,8.440541,8.407371
45,1,-0.4980279173437599,-3.876951013037344,7.238943,7.966744
45,1,1.044980565201786,-1.7672266519236592,6.6390944,7.904751
45,1,1.0257370625426774,0.5657299538867743,7.6849995,7.601528
45,1,-1.6349270349898,-3.4367826582332657,6.257941,7.843309
45,1,0.037305300716690706,0.03252420647732607,4.2683105,8.756025
45,1,-2.716623528673031,-1.6677377526157815,6.882135,7.0463805
45,1,2.662542854866027,1.072313194096732,8.712674,6.753457
45,2,-2.329278383065244,-3.2212291411202254,5.7316155,7.4954076
45,2,1.4993410970707326,-1.411728276586489,5.4931455,8.820551
45,2,0.32769479137258667,-1.7191801033200536,5.737359,8.382583
45,2,-2.917495076809259,-2.1361224421581895,7.219802,7.204807
45,2,-0.711033556949962,-0.9061994967980018,7.174656,7.244652
45,2,1.1287150143334725,-2.9456770998887096,5.5463204,8.548191
45,2,-1.0115774989276176,-0.021543467334766246,6.7269697,6.3188734
45,2,1.4327069434863933,-1.155334033496708,7.1899304,8.584946
45,2,1.5307061139671287,1.7595626565881075,8.196241,6.9338403
45,2,-1.5309883907600612,-5.422985026799059,6.5262923,8.561799
45,2,1.493857001289709,-4.682207962392425,6.8761115,8.940026
45,2,0.31696006791488646,0.44673026803807697,8.216972,7.736227
45,2,-1.5561689253792295,0.10130156206610019,8.10944,7.187908
45,2,-1.0452168243415914,-3.0358024303661315,6.5122647,7.6998105
45,2,-0.8685071595870453,-0.6193336927981012,6.113202,8.854303
45,2,-0.2714541976779205,-3.9974211853730233,6.257022,8.566191
45,2,2.2311848049445504,-1.3258531110582643,7.2455945,8.665772
45,2,0.7815514252856868,0.7981866773969071,8.25787,7.373728
45,2,-1.4674829086483188,-2.446423269488688,6.603241,6.765166
45,2,3.8800667596015694,0.42111634564512607,7.7712092,9.181394
45,3,-0.4178364321279253,-1.450111966713943,7.470007,7.5526166
45,3,-2.1390247431430165,0.8531516887484094,8.169761,7.0903687
45,3,-0.9059654118566913,-0.0032622889403742515,7.05101,7.0489564
45,3,-0.18781214589276995,-0.6761189414855139,7.7447724,6.995456
45,3,-0.6628475371690685,-0.5232571905224347,7.725783,7.391421
45,3,-1.7680496945909114,-0.9016444814771151,7.191046,6.7600303
45,3,0.8854206967550207,0.07512086219765755,7.96247,8.5647135
45,3,0.5889560523221835,-1.4024072138262778,6.2988286,8.441393
45,3,-3.4020883242705446,4.138744594258808,7.9001727,5.8449516
45,3,-0.6147431230757741,2.0313417880352636,8.003825,6.344041
45,3,-0.9707541586182218,-1.0327850183992808,6.9178977,6.1480627
45,3,-1.9583132332520554,0.47472866936492075,5.767206,6.873177
45,3,-0.7119132650954705,0.2932417548425895,6.8661065,7.192991
45,3,-1.4375153247185553,-1.5506560227599737,7.2488375,7.4850893
45,3,-0.19737888749416524,0.6643394592061824,8.436511,7.5429034
